,text_1,text_2,label,POS dist score,1-gram_overlap,chrf_score_norm,WMD,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,BertScore,L2_score
749,such measures,the relevant measures,3.667,5.0,2.0,2.9498525073746307,2.5380429617905094,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.7078,1.674446398095228
750,would be required,may be necessary to,1.3330000000000002,0.0,1.4285714285714284,0.7936507936507937,4.047356972291953,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.398,2.286953818251342
751,commission for human rights and,commission and,3.333,5.0,2.8571428571428568,1.8656716417910444,1.6735444917042508,2.0,5.0,2.8571428571428577,0.0,0.0,0.0,2.0,5.0,2.8571428571428577,4.3265,1.834813856504141
752,departments and,"other government departments , and",4.0,5.0,3.333333333333333,3.819444444444444,1.6395219920394026,5.0,2.0,2.8571428571428577,0.0,0.0,0.0,5.0,2.0,2.8571428571428577,4.3163,2.494167080742073
753,committee took,commission to,3.333,3.500614576830527,0.0,1.6081871345029235,2.419770215175457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3152,1.3451687485701553
754,used to identify,used to indicate,4.0,0.0,3.333333333333333,2.7160493827160495,0.996284385097006,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.3212,3.220625578358728
755,""" i am","yes , i am",4.0,0.0,4.0,3.205128205128205,4.0903287014085965,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.7143,2.5930274274528617
756,remain very,was still very,2.667,0.0,2.0,1.6098484848484849,3.2094924410785604,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.6677,1.9166614045888828
757,"quite clearly ,",it is clearly,3.333,0.0,2.0,2.5067750677506773,1.809077469336317,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5452,1.7516542343814638
758,delegation is convinced that,delegation firmly believes that,3.0,5.0,2.5,2.3578811369509047,1.7209515270443383,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.705,2.889711046780122
759,i do n't have time,i have n't got time,4.0,5.0,4.166666666666667,2.831196581196581,0.8159369427694073,4.0,4.0,4.000000000000001,0.0,0.0,0.0,3.0,3.0,3.0,4.7639,3.183778661723321
760,authority is,authorities to,3.667,3.038523784831777,0.0,3.0927835051546397,1.2928761337617458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4458,0.7155395296053264
761,", referring to",refers to the,4.0,0.0,2.0,1.6081871345029235,2.6299595479787383,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.2696,2.478748096568649
762,the task force and,the working group and,4.0,1.7969723218026767,2.5,1.318565400843882,2.943670690771924,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.6952,2.2609616597495403
763,shall refuse to,are unwilling to,3.333,0.0,1.6666666666666665,1.0582010582010584,2.8147858765871208,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.7541,1.7510500350930474
764,had indicated that,shown that,4.0,0.0,2.0,0.9637188208616779,3.153881496269825,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.4903,1.7850649829020058
765,"of small and medium-sized enterprises ,",small and medium sized enterprises,4.333,5.0,4.545454545454546,3.935185185185185,0.7601178861789595,2.5,3.0,2.727272727272727,1.0,1.25,1.1111111111111112,2.5,3.0,2.727272727272727,4.6585,2.3694979652046357
766,is there anybody there,is anyone in there,5.0,4.004192917559789,2.8571428571428568,1.7452006980802794,1.7135827069695155,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.6216,2.790272184732006
767,are quickly,are rapidly,3.333,0.0,2.5,1.3725490196078436,2.4894099736266133,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.8751,3.436997831773378
768,pointed out that,important to point out that,3.667,0.0,2.5,3.082191780821918,1.208825582268675,3.333333333333333,2.0,2.5,2.5,1.25,1.6666666666666665,3.333333333333333,2.0,2.5,4.6446,2.5023622970623323
769,it noted that the,working group noted that the,4.333,0.0,3.333333333333333,4.05982905982906,2.4075743128872125,3.75,3.0,3.3333333333333326,3.333333333333333,2.5,2.8571428571428577,3.75,3.0,3.3333333333333326,4.7276,2.653244390437151
770,and organizations,"-rrb- , the organization",2.0,3.647530495163463,0.0,3.4539473684210527,2.4113975035716457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2946,1.7954685491875226
771,-it 's just,this is just,3.667,0.0,1.6666666666666665,2.3255813953488373,1.9239006893178576,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.3331,2.2438548954487794
772,- where 'd,where the hell did,2.667,0.0,1.6666666666666665,2.3092369477911645,2.5846535529849244,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.0526,1.9155435262786917
773,particulars of the,"for further details ,",2.333,2.843880355703831,0.0,1.0548523206751057,1.5187840324027908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083,1.3230761655690224
774,quality of her,high quality of its,3.333,5.0,2.8571428571428568,3.611111111111112,2.0564899753554498,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.4284,2.5785564003278525
775,not already,have not yet been,2.667,0.0,1.6666666666666665,1.1904761904761905,3.0741007595225938,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.2227,1.4692704680417727
776,"resources , both human and",of human resources and,4.333,5.0,3.75,2.958152958152958,1.0562696018682851,3.0,3.75,3.3333333333333326,0.0,0.0,0.0,2.0,2.5,2.2222222222222223,4.2572,2.2236945599386995
777,becomes possible,is still possible,4.0,0.0,2.0,2.5122549019607847,2.654255313251588,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.7267,2.104299267894635
778,being seriously,seriously considering,4.0,0.0,2.5,2.9898218829516536,1.077981828819498,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.4179,0.9776254573309391
779,it was necessary to,there must be an,4.0,0.0,0.0,0.6172839506172839,2.7606911749537866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4213,1.802188661024216
780,selling of,purchase and sale of,4.0,1.870874507196579,1.6666666666666665,1.0784313725490198,3.3078533227982305,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.4323,1.3280193864968575
781,few weeks and,week and,3.333,3.8033960542172576,2.0,1.6666666666666663,1.3768777741265958,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.6012,1.6918463353010997
782,"both categories ,","categories ,",3.667,5.0,3.333333333333333,3.3928571428571423,1.3327261829403556,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,4.6697,2.4396942394531047
783,", the commission was",", the board did",1.6669999999999998,3.313435804864789,1.6666666666666665,1.2254901960784312,3.2100784531279913,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.4793,2.7346672136721812
784,normal conditions of,its normal,4.0,0.0,2.0,1.3636363636363635,2.023157207543933,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.3176,1.0169065547698355
785,'re on the right track,are on the right path,3.667,2.7444306023381624,3.0,3.5652920962199315,1.3890582424760067,3.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,4.6749,3.356892720516766
786,intensify our efforts to,strengthen efforts to,4.667,5.0,2.8571428571428568,2.2798742138364783,1.7647869802600802,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.6462,2.789767902277703
787,products exported,", exports",3.333,2.638957030304978,0.0,1.7639902676399029,1.8769230124568936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7611,1.4545350841518996
788,"knew that ,",is recognised that,3.333,0.0,2.0,1.6304347826086958,3.6871902855871217,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5261,1.9614927412142724
789,it is necessary to,it was vital to,3.0,0.0,2.5,0.9320175438596492,3.4393636846545443,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.7156,2.9294406737063245
790,natural disasters,disaster reduction,2.667,1.7618039495328692,0.0,2.1689497716894977,1.8922490914605798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442,0.6783112689400346
791,this is awesome !,that 's great !,3.333,0.0,0.0,0.6993006993006994,3.670377335103097,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,4.6293,3.1029877576507476
792,is an attempt,is now trying,4.333,0.0,1.6666666666666665,0.7142857142857142,4.200807093510289,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.4063,2.0454448071937112
793,be perceived as,interpreted as,4.0,0.0,2.0,1.4112903225806457,2.03804122499244,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.523,1.8863725090012853
794,our shared commitment,our common commitment,4.0,5.0,3.333333333333333,2.747747747747748,1.88997600570598,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.9069,2.6862524960415395
795,regarding the application of the,on the implementation of the,3.333,3.061474283711532,2.5,2.233676975945017,2.1271132601845992,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,4.719,2.9233022093961165
796,approximately one million,around one million,4.333,0.0,3.333333333333333,2.331804281345565,1.9781207504032183,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.9425,3.0817621646083175
797,accessible to everyone,accessible,4.667,0.0,2.5,2.0491803278688527,2.6592485805344603,1.6666666666666665,5.0,2.5,0.0,0.0,0.0,1.6666666666666665,5.0,2.5,4.283,1.2760237936122887
798,is moving forward,going ahead,3.667,0.0,0.0,0.7793764988009593,3.485368653509964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4153,1.196493752284932
799,"about 20,000","around 20,000",3.667,0.0,3.333333333333333,2.6909722222222223,1.5266010235711538,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.998,3.110525997295292
800,and publication,and was published,3.667,0.0,2.0,2.0341207349081367,2.402155414372225,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.4893,1.864046891126859
801,adopted the draft decision,approved the draft decision,3.333,5.0,3.75,4.025423728813559,0.8107779225829812,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.9826,3.025614854995929
802,is part and parcel of,is one of,3.667,0.0,2.5,0.6743737957610789,4.0629942449928125,2.0,3.333333333333333,2.5,0.0,0.0,0.0,2.0,3.333333333333333,2.5,4.2019,1.5523605555651607
803,been relatively,is very,1.6669999999999998,0.0,0.0,0.4985754985754986,3.4771821260536004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5178,1.5268679812339268
804,right and obligation to,right and the duty to,3.667,2.862607379123237,3.333333333333333,2.1346469622331696,2.3537205533139,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,3.75,3.0,3.3333333333333326,4.6252,2.8251807461075034
805,"- gentlemen , gentlemen",my lords and gentlemen,3.333,5.0,2.0,2.042483660130719,2.3748496959340266,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,3.995,1.712297337964964
806,", i just got",i only got,3.333,5.0,3.333333333333333,1.1648745519713264,3.579308918211745,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.4618,3.051937929282185
807,coming back,coming home,3.0,0.0,2.5,2.647058823529412,2.6588256142444617,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.4109,2.368256052203821
808,", the board had",", the commission has",2.667,3.313435804864789,1.6666666666666665,1.794871794871795,3.3871742470219863,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.7185,2.999546427688151
809,'s fine,is fine,4.667,0.0,2.5,3.888888888888889,1.34646017429924,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.5941,2.180090415025086
810,its consideration of this,review of this,2.667,2.8739798877555796,2.8571428571428568,1.4018691588785048,2.5314374278241893,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.4837,2.1902681504723716
811,"medical doctors ,","for doctors ,",4.0,5.0,2.5,2.6595744680851063,2.5220415759469588,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,4.9851,2.2293083825650823
812,", not only at",", not just at",3.667,0.0,3.333333333333333,2.142857142857143,2.5769560989598266,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8682,3.6220323760611546
813,this is something that,this really,2.667,0.0,1.6666666666666665,0.7699275362318841,3.0658281570070582,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,4.3439,1.9468419264316417
814,see table,tables,4.0,2.6898463321778423,0.0,2.150537634408602,1.4790538886579223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0754,0.0
815,been informed,received information,3.333,0.0,0.0,2.4553571428571432,2.0370905340129237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.358,1.1999426057658837
816,an area of solidarity,solidarity,2.0,5.0,2.0,2.155172413793104,1.9755035978562319,1.25,5.0,2.0,0.0,0.0,0.0,1.25,5.0,2.0,4.2493,0.3963785378389755
817,is permitted to,may be able to,3.667,0.0,1.4285714285714284,0.6720430107526881,3.8881557535974975,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,4.6708,2.067191283292978
818,contributing to the,by facilitating the,3.667,0.0,1.6666666666666665,1.6666666666666663,2.1194835340661213,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5072,1.8142284829254347
819,'s recommendations contained in,recommendations included in,4.333,5.0,2.8571428571428568,2.9655990510083035,1.1456932657080672,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.4382,2.6877460804411326
820,of the labour,of the population is,1.6669999999999998,2.540870927657501,2.8571428571428568,2.380952380952381,2.2605569220907533,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.3193,2.2333338720698683
821,the assembly also wishes to,the assembly too wishes to,4.333,5.0,4.0,3.89344262295082,0.7627965483069851,4.0,4.0,4.000000000000001,2.5,2.5,2.5,4.0,4.0,4.000000000000001,4.744,3.3379609862035835
822,co-sponsors on the draft resolution,the sponsors of the draft resolution,3.333,4.262110101278822,3.6363636363636367,3.987730061349694,0.7904891707369868,3.0,2.5,2.727272727272727,2.5,2.0,2.2222222222222223,3.0,2.5,2.727272727272727,4.7665,2.846961206459125
823,"'s all right ,",", are you all right",3.0,0.0,2.8571428571428568,3.263888888888889,2.453381801355791,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,2.5,2.0,2.2222222222222223,4.1912,2.186828693558891
824,be forwarded to the,be transmitted to the,2.667,0.0,3.75,2.3453093812375245,2.3194853211253115,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.7823,2.95784540090643
825,was indicated that,points out that,3.667,0.0,1.6666666666666665,1.2061403508771928,2.9323267571192155,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5145,1.6610118123623248
826,", especially in the area",", in particular in the areas",4.0,3.483527881775677,2.5,2.5114155251141552,1.7089093120479748,3.0,2.5,2.727272727272727,1.25,1.0,1.1111111111111112,3.0,2.5,2.727272727272727,4.725,3.4340977378327606
827,united nations membership,member states of the united nations,3.333,3.6683681108323416,2.2222222222222223,3.333333333333334,1.3482394068304413,3.333333333333333,1.6666666666666665,2.2222222222222223,2.5,1.0,1.4285714285714284,3.333333333333333,1.6666666666666665,2.2222222222222223,4.3751,1.8106158159515626
828,never was,i 've never been,3.333,0.0,1.6666666666666665,2.4305555555555562,2.9555097537301345,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,4.2752,1.790947234139158
829,it was nevertheless,it nonetheless,4.333,0.0,2.0,1.9270833333333333,1.713292010536838,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.5642,2.030681546820339
830,"recalled that ,",was indicated that,2.333,0.0,2.0,2.018229166666667,2.7075174478121853,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.4808,1.7719495672442171
831,the specificities of,the characteristics of,4.333,0.0,3.333333333333333,1.3653483992467044,2.054615325647468,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.5698,2.7839484514331523
832,""" current",currently working,2.333,0.0,0.0,3.1963470319634704,2.6848286465144158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.491,0.5999360657549246
833,'m coming back,comes back,3.333,0.0,2.0,1.576576576576577,2.5723397458922683,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.2424,2.224904211391196
834,recommendation .,policy recommendations .,3.0,2.295196685733105,0.0,4.195804195804195,1.4568530497329462,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.6423,2.1618244275172596
835,allows you to,it enables you to,3.333,0.0,2.8571428571428568,2.675840978593272,2.4335900785047317,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,4.5707,3.206912227790837
836,was in favour of,is also supporting,4.667,0.0,0.0,0.7299270072992702,2.942779539619411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2614,1.877902443082485
837,centres for,regional centres for,2.333,5.0,4.0,4.5212765957446805,1.4901547665440908,5.0,3.333333333333333,4.0,5.0,2.5,3.333333333333333,5.0,3.333333333333333,4.0,4.5191,2.3737012064440908
838,but it was,"; however , it is",3.333,0.0,1.6666666666666665,1.3211382113821135,4.220531842613046,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,4.3106,3.080620794879447
839,enhance productivity,improve productivity,3.333,5.0,2.5,3.2857142857142856,1.9284844808600787,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,4.9964,2.74174079305526
840,the international criminal tribunal,the appeals tribunal,2.0,2.8372395635077057,2.8571428571428568,1.4516129032258065,2.0728827443166584,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,4.4592,2.009190970575213
841,and stressing the,and underscored the,2.667,0.0,3.333333333333333,1.417233560090703,2.288771151658327,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.6619,2.8490915649143695
842,shall adopt its own rules of,shall adopt its rules of,4.333,5.0,4.545454545454546,3.9508632138114215,0.7503768210633792,4.166666666666667,5.0,4.545454545454546,3.0,3.75,3.3333333333333326,4.166666666666667,5.0,4.545454545454546,4.8019,3.7857167444827744
843,' exports,domestic export,2.667,3.565972797899703,0.0,3.286384976525821,2.400997698071324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8811,0.5861024391233975
844,both the united states,from the united states,4.0,5.0,3.75,4.017094017094017,0.9059715458799594,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.9952,2.902695067102768
845,are set out in annex,listed in annex,3.333,5.0,2.5,2.0588235294117645,1.8452855059896176,2.0,3.333333333333333,2.5,1.25,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,4.6279,2.0501280564215016
846,were essential for,is key to,3.667,0.0,0.0,0.3995433789954338,3.474176426823057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5391,2.348147397814834
847,", thereby contributing",", thus providing",4.333,0.0,0.0,0.9259259259259259,2.822153791222557,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.5143,2.6037110114490285
848,- who 's,who are they,3.0,0.0,2.0,1.5536723163841808,4.509385696802363,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.0261,2.3835273536584847
849,so proud of you,really proud of you,4.333,0.0,3.75,4.069767441860465,1.9826099167997848,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.9961,3.3050042485013726
850,are essential to,be necessary for,3.0,0.0,0.0,0.9876543209876544,2.303633561384275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7369,2.272320543727991
851,result of the,outcomes of all the,1.3330000000000002,2.8293519596249417,2.8571428571428568,1.8768768768768769,1.9383565663375628,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,4.588,1.7581980039686091
852,'m asking you to,ask you to,3.333,0.0,2.8571428571428568,2.1317829457364343,2.4841904624945115,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,4.4414,3.047253427178732
853,to continue its endeavours,to continue his efforts,4.667,2.6257943996778836,2.5,2.478448275862069,1.387921798203911,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,4.8004,3.273270630665034
854,i hope you 're kidding,you 're kidding,3.333,0.0,3.75,3.324468085106384,1.1955468504515472,3.0,5.0,3.7499999999999996,2.5,5.0,3.333333333333333,3.0,5.0,3.7499999999999996,4.6204,2.680726531321015
855,replaced by :,replaced as follows :,4.333,0.0,2.0,3.0973451327433628,2.6922517143376052,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,4.2871,2.776216955717611
856,which is applicable to,that applied to,4.333,0.0,1.4285714285714284,1.3297872340425532,2.48493903135653,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.6605,2.39673438584912
857,2 . demands,. demands,4.0,5.0,3.333333333333333,3.9156626506024086,0.780963232052068,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,4.6744,2.4485821394054703
858,i think that 's,i think that is,4.667,5.0,3.75,4.266666666666668,0.6732260477771759,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,4.5687,4.10106797627254
859,why exactly,why,3.667,0.0,3.333333333333333,0.6451612903225806,4.087714251133998,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,4.4051,1.9508232520693123
860,member states of the eu,members of the european union,4.333,2.883103024745766,2.0,2.962085308056872,1.9471250220025496,2.0,2.0,2.0000000000000004,1.25,1.25,1.25,2.0,2.0,2.0000000000000004,4.4718,2.2043526654553864
861,what 's happened,what happens,4.333,0.0,2.0,2.67175572519084,1.2669934883587357,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.4517,2.516917423466211
862,of ministers of,state minister for,2.667,2.00762622280946,0.0,2.799479166666667,1.5569617248292538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5701,1.1937916126990475
863,is recommending,further recommends,4.0,0.0,0.0,2.994791666666667,2.103607520648361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6561,1.7878673525409194
864,shall be authorized to,shall be permitted to,4.333,0.0,3.75,2.4484536082474224,1.6283462845860108,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.8394,3.3699506605035205
865,were required to,are available to,2.667,0.0,1.6666666666666665,0.8641975308641976,3.963414173395384,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,4.4586,2.133508184660843
866,objectives and targets,objectives with,3.0,5.0,2.0,2.3049645390070914,2.2070010512479894,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,4.3126,2.522287561776167
867,are not consistent with,was incompatible with,3.333,0.0,1.4285714285714284,1.0673234811165848,2.4486249720175914,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,4.6033,2.312190492728435
868,to strengthen its efforts to,intensify efforts to,3.333,5.0,2.8571428571428568,1.9568151147098516,1.5114997401433792,2.0,3.333333333333333,2.5,1.25,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,4.574,2.4802930488704202
869,all aspects of the,all areas of the,4.333,2.9645160389855367,3.75,2.7233115468409586,1.5295582888972543,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,4.7111,3.024316719199743
870,play an important role in,play a major role in,3.667,5.0,3.0,2.2727272727272725,1.4660387438224134,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,4.7718,3.517095425776012
871,were involved,to become involved,3.667,0.0,2.0,3.4848484848484844,2.2289812617568106,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,4.5583,2.0160482722969895
872,the rights and liberties of,the rights and freedoms of,4.333,4.161427326051882,4.0,3.0054644808743167,1.3251453990449789,4.0,4.0,4.000000000000001,2.5,2.5,2.5,4.0,4.0,4.000000000000001,4.8055,3.3391779983005994
873,been withdrawn and,been removed and,3.667,0.0,3.333333333333333,1.4705882352941178,2.917643634332771,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,4.8312,3.0136317257184553
874,is now complete,is complete,5.0,0.0,4.0,3.0303030303030303,1.3137067791891202,3.333333333333333,5.0,4.0,0.0,0.0,0.0,3.333333333333333,5.0,4.0,4.6845,3.12065674990522
875,- are you sure ?,"well , yes .",1.6669999999999998,0.0,0.0,0.5089058524173027,4.111502315665964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1276,1.5621445748353913
