text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F
the egyptian government,the government of egypt,3.667,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
applies only to,be limited to,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
has knowledge,is also known,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observes that,has pointed out that,1.0,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
exists no,there being no,4.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
presented to the,to submit a,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
the tribunal shall,the tribunal is required,2.0,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
most indebted,most heavily indebted,3.667,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,1.0,0.6666666666666666,0.8
and young people,and young persons,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
and by strengthening,and further strengthening,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
were not sufficient to,do not suffice to,4.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
factor is,success factor,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
respondents noted,respondents indicated,2.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
- this was,then it was,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
at the following session .,at the next session .,4.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.8,0.8,0.8000000000000002
commission endorsed the,committee endorsed the,3.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
first nations people,"first nations ,",2.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
"programs and services ,",program / service,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eu 2020 strategy,europe 2020 strategy is,4.0,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
the secretariat of the committee,the secretariat of the commission,3.0,0.8,0.8,0.8000000000000002,0.75,0.75,0.75,0.8,0.8,0.8000000000000002
integrate itself,to become integrated,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is contrary to,be inconsistent with,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
who are they,- who the hell is that,3.333,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222
languages other,language -rrb-,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
particular attention is paid,particular attention to,3.333,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
are talking about,speak of,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is capable of being,is able to,4.0,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
committee at the,commission at its,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
to be prepared by the,drawn up by the,3.0,0.4,0.5,0.4444444444444445,0.25,0.3333333333333333,0.28571428571428575,0.4,0.5,0.4444444444444445
objectives in terms,objectives are,4.0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
of the general conference,the general assembly was,3.333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
the advantages of,the benefit of,4.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
dated 30 november 2000,on 30 november 2000,4.667,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
should like to emphasise,wish to emphasise,5.0,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
the adverse effects of,the negative impacts of,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
was eventually,had subsequently,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its concern about the,preoccupation over the,3.333,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
purpose of this project is,aim of this project is,4.333,0.8,0.8,0.8000000000000002,0.75,0.75,0.75,0.8,0.8,0.8000000000000002
is often difficult,can be hard,1.6669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new government has,"government has ,",3.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
rates as,rate used,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
's list of issues,its list of issues,5.0,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
"oh , really .","oh , is that so ?",4.333,0.5,0.3333333333333333,0.4,0.3333333333333333,0.2,0.25,0.5,0.3333333333333333,0.4
and assessments,evaluations were,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cautioned that,was indicated that,2.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
assessment should be,evaluation was,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"or indirectly , to",or indirectly involved,4.0,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
also remains,is still in,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
account of the recommendations,in mind the recommendations,3.667,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
process to be followed,procedures to be used,3.667,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
japan has,the government of japan has,3.0,1.0,0.4,0.5714285714285715,1.0,0.25,0.4,1.0,0.4,0.5714285714285715
- i see,i 've been seeing,3.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
like russia,such as russia,4.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
provided for in section,provided in article,3.0,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
and will allow,and will enable,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
results from the,the effects of the,4.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
was here,'s been here,3.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
refusing to,are unwilling to,3.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
- that 's my,is this my,3.0,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575
areas of competence,terms of reference,2.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
it 's my job .,this is my job .,2.667,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6
may be able to,may be allowed,3.333,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
", is necessary",there must,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
's interested in,is interested in,4.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
- i 'm telling you,i say to you,3.0,0.4,0.5,0.4444444444444445,0.0,0.0,0.0,0.4,0.5,0.4444444444444445
is n't your,'re not in your,2.333,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
socio-economic rights,economic and social rights,4.333,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
by reason of its,by virtue of its,4.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
runs contrary to,was contrary to,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
particular concerns,specific concerns,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
receive benefits,benefits are,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
"hey , you okay",you feeling all right,4.667,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
- this is great,"great , thank you",4.333,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
", in the implementation of the",in implementing its,3.667,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.2222222222222222
is hereby replaced by the following,is replaced by the following,4.0,0.8333333333333334,1.0,0.9090909090909091,0.6,0.75,0.6666666666666665,0.8333333333333334,1.0,0.9090909090909091
opportunity is,opportunity today,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
emphasized the need,emphasized the importance,4.667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
expanded by,an increase by,4.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
are necessary,needs to be done,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
participate actively in the,be actively involved in the,3.333,0.75,0.6,0.6666666666666665,0.3333333333333333,0.25,0.28571428571428575,0.75,0.6,0.6666666666666665
issue of trafficking,trafficking in persons,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
are derived from the,arise from the,4.333,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
sincerely hopes,to be hoped,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", and in particular those",", particularly regarding",3.0,0.2,0.3333333333333333,0.25,0.0,0.0,0.0,0.2,0.3333333333333333,0.25
permanent members and,permanent category and the,3.667,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
translates into,are translated into,4.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
completely destroyed,was destroyed,4.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
changed by,is to amend,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basic infrastructure,infrastructure,4.667,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
are communicated,- communications,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is in here,'re over here,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
it is quite clear,it is also clear,3.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
who was that,- who 's that,2.333,0.6666666666666666,0.5,0.5714285714285715,0.0,0.0,0.0,0.6666666666666666,0.5,0.5714285714285715
may be considered,may be regarded,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
", especially in the countries",", particularly in countries",3.333,0.6,0.75,0.6666666666666665,0.0,0.0,0.0,0.6,0.75,0.6666666666666665
provided for under paragraph,called for in paragraph,3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
"is essential that ,",is critical that,3.333,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
of the board of directors,of the board of the,3.333,0.8,0.8,0.8000000000000002,0.75,0.75,0.75,0.8,0.8,0.8000000000000002
documents issued,documents on,2.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
also contributed to,has helped to,4.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
- i do n't,ls n't,2.667,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
objects of the,of the purposes of the,2.667,0.6666666666666666,0.4,0.5,0.5,0.25,0.3333333333333333,0.6666666666666666,0.4,0.5
ethnic communities,ethnic groups,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
and considers the,are considered to be the,4.333,0.3333333333333333,0.2,0.25,0.0,0.0,0.0,0.3333333333333333,0.2,0.25
you need,necessary,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you are such an idiot,you fool,3.667,0.2,0.5,0.28571428571428575,0.0,0.0,0.0,0.2,0.5,0.28571428571428575
which was applicable,that can be applied,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the trans-european networks,the trans-european transport network,4.333,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
of enhancing the,in fostering the,2.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
had died,just died,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
concerned with,very concerned about,2.333,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
equal conditions,equals,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main aim of the,main objectives of the,4.333,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
emphasizes the importance of the,underlines the need for,4.333,0.2,0.25,0.22222222222222224,0.0,0.0,0.0,0.2,0.25,0.22222222222222224
seriously wounded,were wounded,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
members of the council,the legislative council,4.0,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
the creation of mechanisms,the establishment of mechanisms,4.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
by the way in which,by the manner in which,4.333,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.8,0.8,0.8000000000000002
", i think that 's",i believe this is,4.0,0.2,0.25,0.22222222222222224,0.0,0.0,0.0,0.2,0.25,0.22222222222222224
and current,and was currently,4.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
the obligations of,the commitments contained in,4.0,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
main trading partner,major trading partners,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
are considered to be,shall be regarded as,4.333,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
such measures,the relevant measures,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
would be required,may be necessary to,1.3330000000000002,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
commission for human rights and,commission and,3.333,0.4,1.0,0.5714285714285715,0.0,0.0,0.0,0.4,1.0,0.5714285714285715
departments and,"other government departments , and",4.0,1.0,0.4,0.5714285714285715,0.0,0.0,0.0,1.0,0.4,0.5714285714285715
committee took,commission to,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
used to identify,used to indicate,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
""" i am","yes , i am",4.0,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
remain very,was still very,2.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
"quite clearly ,",it is clearly,3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
delegation is convinced that,delegation firmly believes that,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
i do n't have time,i have n't got time,4.0,0.8,0.8,0.8000000000000002,0.0,0.0,0.0,0.6,0.6,0.6
authority is,authorities to,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
", referring to",refers to the,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
the task force and,the working group and,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
shall refuse to,are unwilling to,3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
had indicated that,shown that,4.0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
"of small and medium-sized enterprises ,",small and medium sized enterprises,4.333,0.5,0.6,0.5454545454545454,0.2,0.25,0.22222222222222224,0.5,0.6,0.5454545454545454
is there anybody there,is anyone in there,5.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
are quickly,are rapidly,3.333,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
pointed out that,important to point out that,3.667,0.6666666666666666,0.4,0.5,0.5,0.25,0.3333333333333333,0.6666666666666666,0.4,0.5
it noted that the,working group noted that the,4.333,0.75,0.6,0.6666666666666665,0.6666666666666666,0.5,0.5714285714285715,0.75,0.6,0.6666666666666665
and organizations,"-rrb- , the organization",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-it 's just,this is just,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
- where 'd,where the hell did,2.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
particulars of the,"for further details ,",2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quality of her,high quality of its,3.333,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
not already,have not yet been,2.667,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
"resources , both human and",of human resources and,4.333,0.6,0.75,0.6666666666666665,0.0,0.0,0.0,0.4,0.5,0.4444444444444445
becomes possible,is still possible,4.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
being seriously,seriously considering,4.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
it was necessary to,there must be an,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selling of,purchase and sale of,4.0,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
few weeks and,week and,3.333,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
"both categories ,","categories ,",3.667,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8
", the commission was",", the board did",1.6669999999999998,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
normal conditions of,its normal,4.0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
're on the right track,are on the right path,3.667,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6
intensify our efforts to,strengthen efforts to,4.667,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
products exported,", exports",3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"knew that ,",is recognised that,3.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
it is necessary to,it was vital to,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
natural disasters,disaster reduction,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is awesome !,that 's great !,3.333,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
is an attempt,is now trying,4.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
be perceived as,interpreted as,4.0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
our shared commitment,our common commitment,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
regarding the application of the,on the implementation of the,3.333,0.6,0.6,0.6,0.25,0.25,0.25,0.6,0.6,0.6
approximately one million,around one million,4.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
accessible to everyone,accessible,4.667,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.3333333333333333,1.0,0.5
is moving forward,going ahead,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"about 20,000","around 20,000",3.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
and publication,and was published,3.667,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
adopted the draft decision,approved the draft decision,3.333,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
is part and parcel of,is one of,3.667,0.4,0.6666666666666666,0.5,0.0,0.0,0.0,0.4,0.6666666666666666,0.5
been relatively,is very,1.6669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
right and obligation to,right and the duty to,3.667,0.75,0.6,0.6666666666666665,0.3333333333333333,0.25,0.28571428571428575,0.75,0.6,0.6666666666666665
"- gentlemen , gentlemen",my lords and gentlemen,3.333,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
", i just got",i only got,3.333,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
coming back,coming home,3.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
", the board had",", the commission has",2.667,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
's fine,is fine,4.667,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5
its consideration of this,review of this,2.667,0.5,0.6666666666666666,0.5714285714285715,0.3333333333333333,0.5,0.4,0.5,0.6666666666666666,0.5714285714285715
"medical doctors ,","for doctors ,",4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
", not only at",", not just at",3.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
this is something that,this really,2.667,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
see table,tables,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
been informed,received information,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
an area of solidarity,solidarity,2.0,0.25,1.0,0.4,0.0,0.0,0.0,0.25,1.0,0.4
is permitted to,may be able to,3.667,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575
contributing to the,by facilitating the,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
's recommendations contained in,recommendations included in,4.333,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715
of the labour,of the population is,1.6669999999999998,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
the assembly also wishes to,the assembly too wishes to,4.333,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.8,0.8,0.8000000000000002
co-sponsors on the draft resolution,the sponsors of the draft resolution,3.333,0.6,0.5,0.5454545454545454,0.5,0.4,0.4444444444444445,0.6,0.5,0.5454545454545454
"'s all right ,",", are you all right",3.0,0.75,0.6,0.6666666666666665,0.3333333333333333,0.25,0.28571428571428575,0.5,0.4,0.4444444444444445
be forwarded to the,be transmitted to the,2.667,0.75,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75
was indicated that,points out that,3.667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
", especially in the area",", in particular in the areas",4.0,0.6,0.5,0.5454545454545454,0.25,0.2,0.22222222222222224,0.6,0.5,0.5454545454545454
united nations membership,member states of the united nations,3.333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.2,0.28571428571428575,0.6666666666666666,0.3333333333333333,0.4444444444444444
never was,i 've never been,3.333,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
it was nevertheless,it nonetheless,4.333,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
"recalled that ,",was indicated that,2.333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
the specificities of,the characteristics of,4.333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
""" current",currently working,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'm coming back,comes back,3.333,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,0.3333333333333333,0.5,0.4
recommendation .,policy recommendations .,3.0,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.5,0.3333333333333333,0.4
allows you to,it enables you to,3.333,0.6666666666666666,0.5,0.5714285714285715,0.5,0.3333333333333333,0.4,0.6666666666666666,0.5,0.5714285714285715
was in favour of,is also supporting,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
