,text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,POS dist score,WMD,1-gram_overlap,BertScore,chrf_score_norm,L2_score
749,such measures,the relevant measures,3.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,2.5380429617905094,2.0,4.7078,2.9498525073746307,3.097924207193417
750,would be required,may be necessary to,1.3330000000000002,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,4.047356972291953,1.4285714285714284,4.398,0.7936507936507937,2.402150643991486
751,commission for human rights and,commission and,3.333,2.0,5.0,2.8571428571428577,0.0,0.0,0.0,2.0,5.0,2.8571428571428577,0.3441393234944299,1.6735444917042508,2.8571428571428568,4.3265,1.8656716417910444,2.9157559031255773
752,departments and,"other government departments , and",4.0,5.0,2.0,2.8571428571428577,0.0,0.0,0.0,5.0,2.0,2.8571428571428577,0.3441393234944299,1.6395219920394026,3.333333333333333,4.3163,3.819444444444444,2.1667681731160693
753,committee took,commission to,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7403252496265122,2.419770215175457,0.0,4.3152,1.6081871345029235,3.471964873401874
754,used to identify,used to indicate,4.0,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.996284385097006,3.333333333333333,4.3212,2.7160493827160495,1.3415526724185702
755,""" i am","yes , i am",4.0,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,4.0903287014085965,4.0,4.7143,3.205128205128205,2.0544684467342864
756,remain very,was still very,2.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,3.2094924410785604,2.0,4.6677,1.6098484848484849,2.8227817475541275
757,"quite clearly ,",it is clearly,3.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,1.809077469336317,2.0,4.5452,2.5067750677506773,3.010220500116213
758,delegation is convinced that,delegation firmly believes that,3.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.7209515270443383,2.5,4.705,2.3578811369509047,1.7174527434627074
759,i do n't have time,i have n't got time,4.0,4.0,4.0,4.000000000000001,0.0,0.0,0.0,3.0,3.0,3.0,0.3441393234944299,0.8159369427694073,4.166666666666667,4.7639,2.831196581196581,1.383408672259172
760,authority is,authorities to,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1706113191149714,1.2928761337617458,0.0,4.4458,3.0927835051546397,4.187187825416972
761,", referring to",refers to the,4.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.6299595479787383,2.0,4.2696,1.6081871345029235,2.1842832614337966
762,the task force and,the working group and,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,3.3267094460300006,2.943670690771924,2.5,4.6952,1.318565400843882,2.431676256483656
763,shall refuse to,are unwilling to,3.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.8147858765871208,1.6666666666666665,4.7541,1.0582010582010584,3.010906836114687
764,had indicated that,shown that,4.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,3.153881496269825,2.0,4.4903,0.9637188208616779,2.9722677916552183
765,"of small and medium-sized enterprises ,",small and medium sized enterprises,4.333,2.5,3.0,2.727272727272727,1.0,1.25,1.1111111111111112,2.5,3.0,2.727272727272727,0.3441393234944299,0.7601178861789595,4.545454545454546,4.6585,3.935185185185185,2.30838519175824
766,is there anybody there,is anyone in there,5.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,1.2714071307982535,1.7135827069695155,2.8571428571428568,4.6216,1.7452006980802794,1.8304096303365494
767,are quickly,are rapidly,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,2.4894099736266133,2.5,4.8751,1.3725490196078436,1.0957661092158397
768,pointed out that,important to point out that,3.667,3.333333333333333,2.0,2.5,2.5,1.25,1.6666666666666665,3.333333333333333,2.0,2.5,0.0,1.208825582268675,2.5,4.6446,3.082191780821918,2.1574588738770433
769,it noted that the,working group noted that the,4.333,3.75,3.0,3.3333333333333326,3.333333333333333,2.5,2.8571428571428577,3.75,3.0,3.3333333333333326,0.0,2.4075743128872125,3.333333333333333,4.7276,4.05982905982906,1.9860654045473052
770,and organizations,"-rrb- , the organization",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6035212402427084,2.4113975035716457,0.0,4.2946,3.4539473684210527,2.960449932562774
771,-it 's just,this is just,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,1.9239006893178576,1.6666666666666665,4.3331,2.3255813953488373,2.451108566951605
772,- where 'd,where the hell did,2.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,2.5846535529849244,1.6666666666666665,4.0526,2.3092369477911645,2.824051593680905
773,particulars of the,"for further details ,",2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.351857856638372,1.5187840324027908,0.0,4.083,1.0548523206751057,3.4970607901029567
774,quality of her,high quality of its,3.333,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.3441393234944299,2.0564899753554498,2.8571428571428568,4.4284,3.611111111111112,2.0709067098060925
775,not already,have not yet been,2.667,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,3.0741007595225938,1.6666666666666665,4.2227,1.1904761904761905,3.330992384392278
776,"resources , both human and",of human resources and,4.333,3.0,3.75,3.3333333333333326,0.0,0.0,0.0,2.0,2.5,2.2222222222222223,0.3441393234944299,1.0562696018682851,3.75,4.2572,2.958152958152958,2.4740095604932333
777,becomes possible,is still possible,4.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,2.654255313251588,2.0,4.7267,2.5122549019607847,2.6096358158516755
778,being seriously,seriously considering,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.077981828819498,2.5,4.4179,2.9898218829516536,3.8894731303815133
779,it was necessary to,there must be an,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7606911749537866,0.0,4.4213,0.6172839506172839,2.9528162680488976
780,selling of,purchase and sale of,4.0,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,3.257893790253342,3.3078533227982305,1.6666666666666665,4.4323,1.0784313725490198,3.4914455725146087
781,few weeks and,week and,3.333,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,1.4583835747986842,1.3768777741265958,2.0,4.6012,1.6666666666666663,3.078158868993704
782,"both categories ,","categories ,",3.667,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,0.3441393234944299,1.3327261829403556,3.333333333333333,4.6697,3.3928571428571423,2.228646220032952
783,", the commission was",", the board did",1.6669999999999998,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,1.9146209064008888,3.2100784531279913,1.6666666666666665,4.4793,1.2254901960784312,1.893573712228282
784,normal conditions of,its normal,4.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,2.023157207543933,2.0,4.3176,1.3636363636363635,3.844852039710355
785,'re on the right track,are on the right path,3.667,3.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,2.4444626958350506,1.3890582424760067,3.0,4.6749,3.5652920962199315,1.1867609557362204
786,intensify our efforts to,strengthen efforts to,4.667,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,1.7647869802600802,2.8571428571428568,4.6462,2.2798742138364783,1.8309824664990912
787,products exported,", exports",3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5426767471230267,1.8769230124568936,0.0,4.7611,1.7639902676399029,3.3477309417008447
788,"knew that ,",is recognised that,3.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,3.6871902855871217,2.0,4.5261,1.6304347826086958,2.7718559011064183
789,it is necessary to,it was vital to,3.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,3.4393636846545443,2.5,4.7156,0.9320175438596492,1.6723221488258593
790,natural disasters,disaster reduction,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3594572543315424,1.8922490914605798,0.0,4.442,2.1689497716894977,4.2294770103680674
791,this is awesome !,that 's great !,3.333,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,0.0,3.670377335103097,0.0,4.6293,0.6993006993006994,1.4751825403807246
792,is an attempt,is now trying,4.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,4.200807093510289,1.6666666666666665,4.4063,0.7142857142857142,2.6764911330032173
793,be perceived as,interpreted as,4.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,2.03804122499244,2.0,4.523,1.4112903225806457,2.8571882087902423
794,our shared commitment,our common commitment,4.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.88997600570598,3.333333333333333,4.9069,2.747747747747748,1.9485700755191973
795,regarding the application of the,on the implementation of the,3.333,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,2.1492404540668844,2.1271132601845992,2.5,4.719,2.233676975945017,1.6792950948590888
796,approximately one million,around one million,4.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.0,1.9781207504032183,3.333333333333333,4.9425,2.331804281345565,1.4992936058408652
797,accessible to everyone,accessible,4.667,1.6666666666666665,5.0,2.5,0.0,0.0,0.0,1.6666666666666665,5.0,2.5,0.0,2.6592485805344603,2.5,4.283,2.0491803278688527,3.5505096062578616
798,is moving forward,going ahead,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.485368653509964,0.0,4.4153,0.7793764988009593,3.640851206073629
799,"about 20,000","around 20,000",3.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.5266010235711538,3.333333333333333,4.998,2.6909722222222223,1.466619529247867
800,and publication,and was published,3.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,2.402155414372225,2.0,4.4893,2.0341207349081367,2.882548839842214
801,adopted the draft decision,approved the draft decision,3.333,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.3441393234944299,0.8107779225829812,3.75,4.9826,4.025423728813559,1.563073753456475
802,is part and parcel of,is one of,3.667,2.0,3.333333333333333,2.5,0.0,0.0,0.0,2.0,3.333333333333333,2.5,0.0,4.0629942449928125,2.5,4.2019,0.6743737957610789,3.236606774748279
803,been relatively,is very,1.6669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4771821260536004,0.0,4.5178,0.4985754985754986,3.2655648880607875
804,right and obligation to,right and the duty to,3.667,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,3.75,3.0,3.3333333333333326,2.33441977425309,2.3537205533139,3.333333333333333,4.6252,2.1346469622331696,1.790755491733147
805,"- gentlemen , gentlemen",my lords and gentlemen,3.333,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,0.3441393234944299,2.3748496959340266,2.0,3.995,2.042483660130719,3.054927694111182
806,", i just got",i only got,3.333,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,3.579308918211745,3.333333333333333,4.4618,1.1648745519713264,1.533172239470066
807,coming back,coming home,3.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,2.6588256142444617,2.5,4.4109,2.647058823529412,2.3097959342330716
808,", the board had",", the commission has",2.667,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,1.9146209064008888,3.3871742470219863,1.6666666666666665,4.7185,1.794871794871795,1.5926860029707426
809,'s fine,is fine,4.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,1.34646017429924,2.5,4.5941,3.888888888888889,2.52354138701247
810,its consideration of this,review of this,2.667,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,2.3238300111061814,2.5314374278241893,2.8571428571428568,4.4837,1.4018691588785048,2.511980058897164
811,"medical doctors ,","for doctors ,",4.0,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,2.5220415759469588,2.5,4.9851,2.6595744680851063,2.4676325775483625
812,", not only at",", not just at",3.667,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,0.0,2.5769560989598266,3.333333333333333,4.8682,2.142857142857143,0.8855773997276538
813,this is something that,this really,2.667,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,0.0,3.0658281570070582,1.6666666666666665,4.3439,0.7699275362318841,2.788498392723131
814,see table,tables,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4952900472340893,1.4790538886579223,0.0,4.0754,2.150537634408602,5.0
815,been informed,received information,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0370905340129237,0.0,4.358,2.4553571428571432,3.636933504840244
816,an area of solidarity,solidarity,2.0,1.25,5.0,2.0,0.0,0.0,0.0,1.25,5.0,2.0,0.3441393234944299,1.9755035978562319,2.0,4.2493,2.155172413793104,4.5497365442875735
817,is permitted to,may be able to,3.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,3.8881557535974975,1.4285714285714284,4.6708,0.6720430107526881,2.651788374041022
818,contributing to the,by facilitating the,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.1194835340661213,1.6666666666666665,4.5072,1.6666666666666663,2.939139715718491
819,'s recommendations contained in,recommendations included in,4.333,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,1.1456932657080672,2.8571428571428568,4.4382,2.9655990510083035,1.9468734486613823
820,of the labour,of the population is,1.6669999999999998,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,2.6340117927686424,2.2605569220907533,2.8571428571428568,4.3193,2.380952380952381,2.4630598506160704
821,the assembly also wishes to,the assembly too wishes to,4.333,4.0,4.0,4.000000000000001,2.5,2.5,2.5,4.0,4.0,4.000000000000001,0.3441393234944299,0.7627965483069851,4.0,4.744,3.89344262295082,1.208266328254512
822,co-sponsors on the draft resolution,the sponsors of the draft resolution,3.333,3.0,2.5,2.727272727272727,2.5,2.0,2.2222222222222223,3.0,2.5,2.727272727272727,1.0312418361037523,0.7904891707369868,3.6363636363636367,4.7665,3.987730061349694,1.7660141285947804
823,"'s all right ,",", are you all right",3.0,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,2.5,2.0,2.2222222222222223,0.0,2.453381801355791,2.8571428571428568,4.1912,3.263888888888889,2.515887086164788
824,be forwarded to the,be transmitted to the,2.667,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,0.0,2.3194853211253115,3.75,4.7823,2.3453093812375245,1.6400559956243859
825,was indicated that,points out that,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.9323267571192155,1.6666666666666665,4.5145,1.2061403508771928,3.113185131841712
826,", especially in the area",", in particular in the areas",4.0,3.0,2.5,2.727272727272727,1.25,1.0,1.1111111111111112,3.0,2.5,2.727272727272727,1.756235903945976,1.7089093120479748,2.5,4.725,2.5114155251141552,1.099060450848745
827,united nations membership,member states of the united nations,3.333,3.333333333333333,1.6666666666666665,2.2222222222222223,2.5,1.0,1.4285714285714284,3.333333333333333,1.6666666666666665,2.2222222222222223,1.5841178331657344,1.3482394068304413,2.2222222222222223,4.3751,3.333333333333334,2.943243499754988
828,never was,i 've never been,3.333,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.0,2.9555097537301345,1.6666666666666665,4.2752,2.4305555555555562,2.965585889088423
829,it was nevertheless,it nonetheless,4.333,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,1.713292010536838,2.0,4.5642,1.9270833333333333,2.69326135641021
830,"recalled that ,",was indicated that,2.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.7075174478121853,2.0,4.4808,2.018229166666667,2.9871661572664756
831,the specificities of,the characteristics of,4.333,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.054615325647468,3.333333333333333,4.5698,1.3653483992467044,1.8375930313947126
832,""" current",currently working,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6848286465144158,0.0,4.491,3.1963470319634704,4.318506779791727
833,'m coming back,comes back,3.333,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,2.5723397458922683,2.0,4.2424,1.576576576576577,2.4726354653008493
834,recommendation .,policy recommendations .,3.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,2.8627768012098653,1.4568530497329462,0.0,4.6423,4.195804195804195,2.544290509056548
835,allows you to,it enables you to,3.333,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.4335900785047317,2.8571428571428568,4.5707,2.675840978593272,1.3571302580511277
836,was in favour of,is also supporting,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.942779539619411,0.0,4.2614,0.7299270072992702,2.8668097215277966
837,centres for,regional centres for,2.333,5.0,3.333333333333333,4.0,5.0,2.5,3.333333333333333,5.0,3.333333333333333,4.0,0.3441393234944299,1.4901547665440908,4.0,4.5191,4.5212765957446805,2.3036105489736225
838,but it was,"; however , it is",3.333,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,0.0,4.220531842613046,1.6666666666666665,4.3106,1.3211382113821135,1.5005901368820478
839,enhance productivity,improve productivity,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.9284844808600787,2.5,4.9964,3.2857142857142856,1.8855385287023385
840,the international criminal tribunal,the appeals tribunal,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,2.358041577287729,2.0728827443166584,2.8571428571428568,4.4592,1.4516129032258065,2.71767342770483
841,and stressing the,and underscored the,2.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.288771151658327,3.333333333333333,4.6619,1.417233560090703,1.763594162657184
842,shall adopt its own rules of,shall adopt its rules of,4.333,4.166666666666667,5.0,4.545454545454546,3.0,3.75,3.3333333333333326,4.166666666666667,5.0,4.545454545454546,0.3441393234944299,0.7503768210633792,4.545454545454546,4.8019,3.9508632138114215,0.699641274695665
843,' exports,domestic export,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6794654953540458,2.400997698071324,0.0,4.8811,3.286384976525821,4.334220992186035
844,both the united states,from the united states,4.0,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.3441393234944299,0.9059715458799594,3.75,4.9952,4.017094017094017,1.7027036354726837
845,are set out in annex,listed in annex,3.333,2.0,3.333333333333333,2.5,1.25,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,0.3441393234944299,1.8452855059896176,2.5,4.6279,2.0588235294117645,2.671171228467609
846,were essential for,is key to,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.474176426823057,0.0,4.5391,0.3995433789954338,2.332638220963011
847,", thereby contributing",", thus providing",4.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,2.822153791222557,0.0,4.5143,0.9259259259259259,2.0423325034621453
848,- who 's,who are they,3.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,4.509385696802363,2.0,4.0261,1.5536723163841808,2.292448605077232
849,so proud of you,really proud of you,4.333,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.0,1.9826099167997848,3.75,4.9961,4.069767441860465,1.2457033062697895
850,are essential to,be necessary for,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.303633561384275,0.0,4.7369,0.9876543209876544,2.4187732108721107
851,result of the,outcomes of all the,1.3330000000000002,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,2.3653862942376516,1.9383565663375628,2.8571428571428568,4.588,1.8768768768768769,3.002787150359797
852,'m asking you to,ask you to,3.333,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,2.4841904624945115,2.8571428571428568,4.4414,2.1317829457364343,1.538493567201109
853,to continue its endeavours,to continue his efforts,4.667,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,2.5549334219902384,1.387921798203911,2.5,4.8004,2.478448275862069,1.2817508897417584
854,i hope you 're kidding,you 're kidding,3.333,3.0,5.0,3.7499999999999996,2.5,5.0,3.333333333333333,3.0,5.0,3.7499999999999996,0.0,1.1955468504515472,3.75,4.6204,3.324468085106384,1.9548472568841961
855,replaced by :,replaced as follows :,4.333,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,0.0,2.6922517143376052,2.0,4.2871,3.0973451327433628,1.8463755704234015
856,which is applicable to,that applied to,4.333,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,2.48493903135653,1.4285714285714284,4.6605,1.3297872340425532,2.2774461682997984
857,2 . demands,. demands,4.0,3.333333333333333,5.0,4.0,2.5,5.0,3.333333333333333,3.333333333333333,5.0,4.0,0.3441393234944299,0.780963232052068,3.333333333333333,4.6744,3.9156626506024086,2.2185500716178628
858,i think that 's,i think that is,4.667,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.3441393234944299,0.6732260477771759,3.75,4.5687,4.266666666666668,0.34142022629341107
859,why exactly,why,3.667,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,0.0,4.087714251133998,3.333333333333333,4.4051,0.6451612903225806,2.783975833429918
860,member states of the eu,members of the european union,4.333,2.0,2.0,2.0000000000000004,1.25,1.25,1.25,2.0,2.0,2.0000000000000004,2.3153348001543845,1.9471250220025496,2.0,4.4718,2.962085308056872,2.495980851617021
861,what 's happened,what happens,4.333,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.0,1.2669934883587357,2.0,4.4517,2.67175572519084,2.140925078811671
862,of ministers of,state minister for,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.130554403220005,1.5569617248292538,0.0,4.5701,2.799479166666667,3.643920682827822
863,is recommending,further recommends,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.103607520648361,0.0,4.6561,2.994791666666667,2.9690844592662344
864,shall be authorized to,shall be permitted to,4.333,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,0.0,1.6283462845860108,3.75,4.8394,2.4484536082474224,1.1719278792155383
865,were required to,are available to,2.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,3.963414173395384,1.6666666666666665,4.4586,0.8641975308641976,2.576456149080433
866,objectives and targets,objectives with,3.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.3441393234944299,2.2070010512479894,2.0,4.3126,2.3049645390070914,2.134824907378886
867,are not consistent with,was incompatible with,3.333,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,2.4486249720175914,1.4285714285714284,4.6033,1.0673234811165848,2.373483218346555
868,to strengthen its efforts to,intensify efforts to,3.333,2.0,3.333333333333333,2.5,1.25,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,0.3441393234944299,1.5114997401433792,2.8571428571428568,4.574,1.9568151147098516,2.1825282835631508
869,all aspects of the,all areas of the,4.333,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,2.2395252698434374,1.5295582888972543,3.75,4.7111,2.7233115468409586,1.5645483618264473
870,play an important role in,play a major role in,3.667,3.0,3.0,3.0,1.25,1.25,1.25,3.0,3.0,3.0,0.3441393234944299,1.4660387438224134,3.0,4.7718,2.2727272727272725,1.0047798018680685
871,were involved,to become involved,3.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,2.2289812617568106,2.0,4.5583,3.4848484848484844,2.7098839232908336
872,the rights and liberties of,the rights and freedoms of,4.333,4.0,4.0,4.000000000000001,2.5,2.5,2.5,4.0,4.0,4.000000000000001,1.1249948308998634,1.3251453990449789,4.0,4.8055,3.0054644808743167,1.2068838717889487
873,been withdrawn and,been removed and,3.667,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.917643634332771,3.333333333333333,4.8312,1.4705882352941178,1.576685906193453
874,is now complete,is complete,5.0,3.333333333333333,5.0,4.0,0.0,0.0,0.0,3.333333333333333,5.0,4.0,0.0,1.3137067791891202,4.0,4.6845,3.0303030303030303,1.4551115709613691
